電影,#genre#
Sky Sports Cricket,mitv://64.32.9.99:7999/51b28b8a5f6cf627ffa07774ddcf9897.ts
Sky Sports Tennis,mitv://64.32.9.99:7999/59028ad3a4685269eb3da859ec3a50a6.ts
Sky Sports Main Event,mitv://64.32.9.99:7999/22343c95056c6afefe2673434f55bcc0.ts
SKY Sports Football,mitv://64.32.9.99:7999/9b6e1fe3e3b10202d21d04c611c40400.ts
SKY Sports Arena,mitv://64.32.9.99:7999/811a03c55bba6e99bda0dfc0ef87196c.ts
Sky Sports PL FHD,mitv://64.32.9.99:7999/888d6849bf1492e1ed2b331abe5d8792.ts
Sky Sports Golf,mitv://64.32.9.99:7999/d70a7bceab896abcc32b89e93d36f470.ts
Sky Sports Action,mitv://64.32.9.99:7999/f4450706d9d8e32515a4e8715539cf0e.ts
SKY SPORT CALCIO,mitv://64.32.9.99:7999/d832c7eeaab3a572ef4a485234a5885c.ts
Sky Sports Racing,mitv://64.32.9.99:7999/5d7350e600016ba3055e889dff355a5d.ts
Sky Sports News,mitv://64.32.9.99:7999/4e33fafff2d091f6418d9c1d056b02fe.ts
SKY Sports MIX,mitv://64.32.9.99:7999/cb07ed40c7abcb887f5d2c58427c3391.ts
Sky Sports NFL,mitv://64.32.9.99:7999/9d19edbc91dfbf1eba85773ccd47f425.ts
SuperSport Premier League(B),mitv://64.32.9.99:7999/3376da0a6bdc4ec27e8654b59fcbcf10.ts
SuperSport Premier League,mitv://64.32.9.99:7999/c1570b67c85b439fa7dae37c43926ed6.ts
SUPERSPORT VARIETY 1,mitv://64.32.9.99:7999/f095f7bf3c59bb571ca35b40f353dc12.ts
Supersport Football,mitv://64.32.9.99:7999/300503a5ff9f0858ac32d1a47e5ba3b5.ts
SuperSport Rugby,mitv://64.32.9.99:7999/cd41424f3d9e7082bd582731fc6758fd.ts
SuperSport Cricket,mitv://64.32.9.99:7999/5e208df200018f62097d50df180fa5ab.ts
SUPERSPORT BLITZ,mitv://64.32.9.99:7999/b714521ba42a702aa5c0762f154f6d6f.ts
SuperSport Motorsport,mitv://64.32.9.99:7999/1fd704bcef20c09a6e2dcdebbbde5c5e.ts
SuperSport Grandstand,mitv://64.32.9.99:7999/0213abd0fb6dab0ad1c65ef8dd9a3c2b.ts
SuperSport Golf,mitv://64.32.9.99:7999/b76097c4c3175f03bd2e62294dc5cfc5.ts
CCTV5,mitv://64.32.9.99:7999/27ca709cee6a50718b5a5540d360fd15.ts
CCTV5+,mitv://64.32.9.99:7999/fd7f098cba974a2a282a183200b089a3.ts
CCTV5(h265),mitv://64.32.9.99:7999/836e210a0291d2e2d6d5121f9cc00366.ts
CCTV5+(backup),mitv://64.32.9.99:7999/792c9256e253f06135f0e4d90100b975.ts
CCTV16,mitv://64.32.9.99:7999/83b67e5c0de7f585f4a34e53ae76ba74.ts
SporTV 1,mitv://64.32.9.99:7999/249c0746fc94a188fdbf8d48232f82be.ts
SuperSport Action,mitv://64.32.9.99:7999/edbcb4f9b19b5f5e33dc353f43c59b0c.ts
ESPN,mitv://64.32.9.99:7999/120147d8ed5af58b8ae661b27bf30655.ts
Band Sports,mitv://64.32.9.99:7999/a4b2060ec44b3ead85ceb356be4dc512.ts
Star Sport 1,mitv://64.32.9.99:7999/f4dcf4623302caa386a853f4ba71159b.ts
EuroSport 2 HD UK,mitv://64.32.9.99:7999/5ed580506f09c1aaf26b1cc01a2e1240.ts
WWE Network,mitv://64.32.9.99:7999/2e76b6af7a855be0b5c79da073d620c2.ts
ESPN 2,mitv://64.32.9.99:7999/cb4fcf008e05a4cfcf8ec5dfa2efb527.ts
緯來體育,mitv://64.32.9.99:7999/6a70f78272bc6eba0a142ad5fe0a97fb.ts
ELTA體育2,mitv://64.32.9.99:7999/c2396866410023896fd23e8c28a81867.ts
NBA Premium,mitv://64.32.9.99:7999/66253455462deb3f90a8ae4378d2b97c.ts
ELTA體育1,mitv://64.32.9.99:7999/32b44fe88515320e436ed6f2ccfa92e1.ts
NFL REDZONE,mitv://64.32.9.99:7999/471822f18a8795d6d23a7e8a11e91102.ts
FOX Deportes,mitv://64.32.9.99:7999/36b641f6f62160e2874df7a74c567804.ts
TNT Sports 1,mitv://64.32.9.99:7999/b92f81894c93ec34de7a3ac23d70803e.ts
NFL,mitv://64.32.9.99:7999/4e1e66548112ef2c2665df96694d1333.ts
FS1,mitv://64.32.9.99:7999/bf9798b82439a0a5deac707d3fc9845c.ts
UFC TV,mitv://64.32.9.99:7999/2cefd5d90780e4ac677718addeb00393.ts
DAZN F1,mitv://64.32.9.99:7999/32e87cda899c0089d64c7866b2105d04.ts
Sony Ten 3,mitv://64.32.9.99:7999/738de7df958d253b81949e8bf2f54f41.ts
FOX Sports 501,mitv://64.32.9.99:7999/3a00d3a0930c60aadf4caccd5a0af030.ts
FOX Sports 506,mitv://64.32.9.99:7999/1bbd11198a0dd00c640e2de5e6b6e921.ts
Tennis,mitv://64.32.9.99:7999/5d753717000000d70cc9b7a81fbb44a3.ts
Dazn 1,mitv://64.32.9.99:7999/07e297c982e0dea234d554b713242bdc.ts
MLB,mitv://64.32.9.99:7999/6179edc925b44c8ce7461df4f3fcc9cb.ts
GOLF,mitv://64.32.9.99:7999/ca8d80d9d869ac8c2fddee3da9bab432.ts
EURO SPORT,mitv://64.32.9.99:7999/fca3e094b57bf34ca45cca5c315c23bf.ts
SPOTV 2,mitv://64.32.9.99:7999/264cbd13708f20aa26fe0b5a34b47b5f.ts
Sony Ten 2,mitv://64.32.9.99:7999/16f240d9a4e70715d072e526b87ac481.ts
五星體育,mitv://64.32.9.99:7999/bcb5af75571893e8b7b5ae0c895cdb47.ts
ELTA體育1(備用),mitv://64.32.9.99:7999/b2893f42613df9402f35b580df4e0f13.ts
FOX Sports 504,mitv://64.32.9.99:7999/b6923b49213317ea43ef7450e6fafe45.ts
SPOTV 1,mitv://64.32.9.99:7999/6601ee320178de3f7e7a43c49c1b4cc2.ts
SONY TEN 1,mitv://64.32.9.99:7999/ee79ca814ae4ad51da3cac2592f6eabb.ts
DAZN 2,mitv://64.32.9.99:7999/89aa143289c00cf0f65c8d0220f33db5.ts
ELTA體育3,mitv://64.32.9.99:7999/5d4436990004002b1371769086142d81.ts
ESPN NEWS,mitv://64.32.9.99:7999/b2d5282dd0b5332626f06866adad509e.ts
新視覺,mitv://64.32.9.99:7999/59c2944cf0218b4fbd4099a114cd3456.ts
TNT Sports 2,mitv://64.32.9.99:7999/1203f538fba9fafd83ce8658aa70873b.ts
廣東體育,mitv://64.32.9.99:7999/a3a09eda8818ef3fbf234ea3dc6d3d29.ts
CBS Sports Network,mitv://64.32.9.99:7999/43c4c0f6de3d195f90967d5efbe27389.ts
HUBPREMIER EFL 1,mitv://64.32.9.99:7999/5e20a10c00059bf209c7ef79980e9079.ts
LaLiga TV[維護],mitv://64.32.9.99:7999/20f78d340b1e5198d0d1c32b6133114a.ts
TNT Sports 3,mitv://64.32.9.99:7999/302e2ee8524271e5264758cebed7eae6.ts
博斯網球,mitv://64.32.9.99:7999/5ff11e4ad320de4db9709ad68d11f4d7.ts
DAZN 1(TW),mitv://64.32.9.99:7999/027afa080eb5be9df98c9bdcf6b90602.ts
DAZN 2(TW),mitv://64.32.9.99:7999/545d04d4d4582f6c47879677406f6840.ts
FOX Sports 503,mitv://64.32.9.99:7999/50ab53efe63da922120355cb6d1e7962.ts
FS2,mitv://64.32.9.99:7999/5e1df1d1000e4038191e5ad89d01288f.ts
Spectrum sportsnet,mitv://64.32.9.99:7999/57a79de473fd8212f7f7ffdd75989148.ts
勁爆體育,mitv://64.32.9.99:7999/a79fd895502dfaf02d413cdb99c058c3.ts
Australia Sports,mitv://64.32.9.99:7999/7205fca8296940841a518414b9253b81.ts
Fox Sports Racing,mitv://64.32.9.99:7999/d3ce6132043df49d2420a2e3eb68b5c8.ts
ITV,mitv://64.32.9.99:7999/53ba26fa75fccd405ec24dcfd1bf739d.ts
博斯高球,mitv://64.32.9.99:7999/ce03e4d9933dd82945d9492aa281f3d6.ts
MUTV,mitv://64.32.9.99:7999/5e20b92600076d0f0a26158058d2838d.ts
NHL Network,mitv://64.32.9.99:7999/dc0b57a1b7eb2542ddc45cb7c82a8b2c.ts
Spectrum sportsnet lakers,mitv://64.32.9.99:7999/d77cbfb307de8adb804578984c73ed95.ts
SuperSport LaLiga,mitv://64.32.9.99:7999/570ea95d95b3440d04e2453ffd372d4b.ts
Bally Sports North,mitv://64.32.9.99:7999/e4121dfe09c545e2d922c6987a0a1b09.ts
Premier Sports,mitv://64.32.9.99:7999/6b09ec7c2f8a34c091e934a548229e50.ts
TNT Sports 4,mitv://64.32.9.99:7999/8e1c4e0ca7098b14074e29a5abec6db4.ts
博斯無限,mitv://64.32.9.99:7999/0a418a341263209b89ef90a853154d99.ts
Bally Sports Southeast,mitv://64.32.9.99:7999/c78c9615c7a762cd581074901e26b064.ts
FOX Sports 502,mitv://64.32.9.99:7999/50fcdf34f9b59320c595a410579c4dff.ts
Hub Sport 2,mitv://64.32.9.99:7999/4ae40aa21fab808569f083a6e181f108.ts
Sukan RTM,mitv://64.32.9.99:7999/24b8aa716fa630e761f49dd0d1708bd8.ts
TNT Sports 1 FHD,mitv://64.32.9.99:7999/6c5e6c991fc23d0f135a82601df0c118.ts
ELTA體育4,mitv://64.32.9.99:7999/fc5a90c53f0fdf4ab00d0ee005681807.ts
ESPN U,mitv://64.32.9.99:7999/bd7a5e76bbeb02d721c789c56c63a117.ts
HUB Sport 1,mitv://64.32.9.99:7999/8a51e8cfd1793093a40aa1da6c409e9c.ts
SportsNet West,mitv://64.32.9.99:7999/e2f7217479853ed06766569af64b68d9.ts
ELTA生活旅遊,mitv://64.32.9.99:7999/a092f89598a7d3c9d67d3ed6d41ea6ef.ts
HUBPREMIER EFL 2,mitv://64.32.9.99:7999/f0230de13627ad9a6b2a2f36b59273b0.ts
NBC SPORTS BOSTON,mitv://64.32.9.99:7999/5d733c0800064f38050d06ad6c3f933d.ts
World Fishing Network,mitv://64.32.9.99:7999/5e20b4f70000ec2e0a15bc3ede35ba6c.ts
博斯高球2,mitv://64.32.9.99:7999/6b8146439cef29d82cffa4d851cf4cd6.ts
Bally Sports South,mitv://64.32.9.99:7999/fa3c2dfb7b74d79ea9a3f460a8f007c4.ts
NBCSN,mitv://64.32.9.99:7999/5e20b991000483c90a27b6b9f54c7031.ts
NBC Sports Bay Area,mitv://64.32.9.99:7999/7fde1212d4d89a6a89c1da21f890ba2e.ts
Rai Sport 1,mitv://64.32.9.99:7999/1c737083429dd7a11f7f9cc4b962b245.ts
SportsNet One,mitv://64.32.9.99:7999/bbdd4b7e8dd82958778df9c6b8fc7a93.ts
Sportsnet Ontario,mitv://64.32.9.99:7999/0b07d00ba8aaa1f9e6a76eeb9c0d6c01.ts
博斯魅力,mitv://64.32.9.99:7999/5da4b57f000e06750edbf92a11fc2b38.ts
咪咕體育,mitv://64.32.9.99:7999/3a78d7aca0db8b26acacf1dc3ab1c881.ts
NESN,mitv://64.32.9.99:7999/eaa4c84ce8f70c38148d2702b10d387a.ts
SportsNet Pacific,mitv://64.32.9.99:7999/72a19206b88e0014f38ba04e0d2f52a6.ts
博斯運動,mitv://64.32.9.99:7999/5e206bc5000ce7e808f7d3ffc6794938.ts
ELTA體育2(備用),mitv://64.32.9.99:7999/da84c35b57003990a053379b7d0bd657.ts
ENGLISH PREMIER LEAGUE,mitv://64.32.9.99:7999/5e20b72d000929190a1e614987ab16ff.ts
ELTA體育3(備用),mitv://64.32.9.99:7999/eb7ce381c4ca16891553ffe4a635ef5a.ts
博斯運動2,mitv://64.32.9.99:7999/b4fa29e7fcfea0e4a8a9bf15428faca2.ts
ELTA體育4(備用),mitv://64.32.9.99:7999/5f5ec96bd4f08941dcdda2e369b7a577.ts
博斯無限2,mitv://64.32.9.99:7999/cbabd990fbafcaf361dcdaeec3b9f4c7.ts
音樂,#genre#
CCTV15,mitv://64.32.9.99:7999/396faead99eb0d00a3875e7d6130e54a.ts
MTV HD,mitv://64.32.9.99:7999/430261f33663649c6dcdae0ac2856ced.ts
MTV Live HD,mitv://64.32.9.99:7999/5e02b89c18863d5f9ce53e59874cb694.ts
MEZZO LIVE(TW),mitv://64.32.9.99:7999/d84b4dc4b44d23a9b282ccc4ae21ff11.ts
綜藝,#genre#
ASTRO RIA,mitv://64.32.9.99:7999/3f8b67eec2c1d4a10dba4bbcd778e16c.ts
CCTV3,mitv://64.32.9.99:7999/0b1fc3910e44c7b7c3ef4f9d4a35c6bb.ts
HUB都會,mitv://64.32.9.99:7999/772ff0b79c81b9b3267dee5470978a2a.ts
MTV 2,mitv://64.32.9.99:7999/28b6979ce5d74b4b3575eb474accc072.ts
緯來日本,mitv://64.32.9.99:7999/ad24fed6fe05dc5c577b4015d9316e84.ts
E! HD,mitv://64.32.9.99:7999/5bcb9a206a952f8e3b2163d8bb78e5bf.ts
Fashion TV,mitv://64.32.9.99:7999/ad9569a00b0fab83682ba81d1a2fe381.ts
Channel U,mitv://64.32.9.99:7999/72cfc0ba64b036164f523c88b0f12977.ts
USA Network,mitv://64.32.9.99:7999/c34aa7da049dc3d33c55190f2e500929.ts
Comedy Central,mitv://64.32.9.99:7999/81e5f7cfe40df78b779fdfd38f4fdd21.ts
TVB Plus,mitv://64.32.9.99:7999/f8f98d75876a848366fc2da5a4806d11.ts
TVBS綜藝,mitv://64.32.9.99:7999/457f3c305f1748ef86adcbe48a1b236a.ts
TVN(TW),mitv://64.32.9.99:7999/b607e18fefcac8b36082c9e0bedf231b.ts
MBC Korea,mitv://64.32.9.99:7999/77e3846d307bd96b48178c8c0471dbcb.ts
TVN Asia,mitv://64.32.9.99:7999/63bf4bf0bcbd1269e1e3f09aa0cc84f5.ts
Bravo,mitv://64.32.9.99:7999/5d63202225e4007203cd45ccd099c452.ts
FASHIONTV,mitv://64.32.9.99:7999/121b7cc83ee6142da1b935c2c95e29ff.ts
國興衛視,mitv://64.32.9.99:7999/f2738229b9ee50db13ab977a359835ba.ts
Lifetime(TW),mitv://64.32.9.99:7999/5d2d91e500024e1e083dbad281d71b13.ts
KIX[HK],mitv://64.32.9.99:7999/7a93f9d135118ea78ac34d47792a21af.ts
RTHK31,mitv://64.32.9.99:7999/2eea15e7df675e74c10e8d7b221a3a4e.ts
TVB娛樂新聞,mitv://64.32.9.99:7999/5e2093570001dfc40992637cb543a334.ts
Z頻道,mitv://64.32.9.99:7999/bd24c969e96aa8d0b0ae22296ba90707.ts
八大娛樂臺,mitv://64.32.9.99:7999/3bcf8951a99dff4605b3f21c11e05969.ts
三立都會,mitv://64.32.9.99:7999/cd0b896515fae9475d42840ec6f9a547.ts
中天娛樂HD,mitv://64.32.9.99:7999/afbdb12456fc0f895b0c315e8aa844db.ts
ITV2,mitv://64.32.9.99:7999/8d5b38d3d6d9b2c079c4e9879fe71688.ts
Oxygen,mitv://64.32.9.99:7999/5d7d0e02000371bd11a9584d7d2edb93.ts
八大第1臺HD,mitv://64.32.9.99:7999/5a2e2c0f0595eb8087e7ddadafddf5a2.ts
ELTA娛樂HD,mitv://64.32.9.99:7999/f5660bbc488e033089e6c0d19bac30b2.ts
Lifetime,mitv://64.32.9.99:7999/93b08c3f3b3def2601282bb82cb93a7c.ts
TVBS歡樂臺HD,mitv://64.32.9.99:7999/394463ece411c3c11bbff3a5b853e35c.ts
JET綜合臺,mitv://64.32.9.99:7999/64e6e8733180b453dc65034d8e318969.ts
TVBS精采臺,mitv://64.32.9.99:7999/5e209d7a0003881809b9fca1c90424cc.ts
韓國娛樂臺,mitv://64.32.9.99:7999/8776b630fe99b5d7e791a82dc5a98510.ts
ELTA日韓,mitv://64.32.9.99:7999/27e89c666caae6bc380e0f04e24e5df0.ts
TJB SBS,mitv://64.32.9.99:7999/3df633192be55a3d486dcd01e22b47d6.ts
ViuTVsix,mitv://64.32.9.99:7999/acf16aa5d3409c2a653c0e44c7e8621a.ts
民視綜藝,mitv://64.32.9.99:7999/5e205c09000a48bf08ba5cf3048f23f5.ts
ROCK Entertainment,mitv://64.32.9.99:7999/16dcb38757ae135c55660d4009c73d26.ts
TLC Singapore,mitv://64.32.9.99:7999/be86835281910507f82b1f58bc37a143.ts
靖天歡樂,mitv://64.32.9.99:7999/aec63be19fab03563c9446c91cf248d2.ts
綜合,#genre#
Astro AEC,mitv://64.32.9.99:7999/c3f0f57a18fd52727585d173a7d9cf28.ts
ASTRO 華麗,mitv://64.32.9.99:7999/3403c9e5379b6add08f075e2eae0876e.ts
ASTRO PRIMA,mitv://64.32.9.99:7999/b37e4f3d915a209598f46eb05d7b34d0.ts
Astro Vaanavil,mitv://64.32.9.99:7999/5d0a786e7b60be4d911fafb4d9910070.ts
Astro kplus,mitv://64.32.9.99:7999/e64f06b5faa0b100b4c87a67a657cf44.ts
Astro QJ,mitv://64.32.9.99:7999/49949f8441d61cf9dac85618fbbb8406.ts
ASTRO Aura,mitv://64.32.9.99:7999/5e5a3a5f0008df9b06a363b2b2f1d100.ts
ASTRO Oasis,mitv://64.32.9.99:7999/7d190a274437aac3726f71f2fb807f5c.ts
ASTRO Rania,mitv://64.32.9.99:7999/5152006d3f723a652af4da34724f26f6.ts
TSN4(USA),mitv://64.32.9.99:7999/5e1deda1000686d4190dfd5d88c11502.ts
CCTV1,mitv://64.32.9.99:7999/0d3db59df1cfd1229a0f9dad5be9f73b.ts
CCTV1(backup),mitv://64.32.9.99:7999/ba0f175369a486d793c8788c9ce07839.ts
CCTV12,mitv://64.32.9.99:7999/5318608cef9a9789252589a1eb3c5102.ts
鳳凰衛視中文,mitv://64.32.9.99:7999/2e1416e03c5d5b88468e6ba1bdf80075.ts
鳳凰香港,mitv://64.32.9.99:7999/02e951464b17777d78d69d2c83af22c8.ts
翡翠台,mitv://64.32.9.99:7999/504c060715cce75a464f812d0fd8213a.ts
TV3,mitv://64.32.9.99:7999/5acbe4749c78e25938f4e4009a03a5d7.ts
潮州綜合,mitv://64.32.9.99:7999/5d733f14000481b30518ed178a511ca4.ts
Indosiar,mitv://64.32.9.99:7999/3d9e2ab432819c436e8b1db250f07179.ts
翡翠4K,mitv://64.32.9.99:7999/5a931ed422bf2e182d41abbca438a74b.ts
翡翠台(備用),mitv://64.32.9.99:7999/919d3c4761c9626e5c07d5749ddcc0b5.ts
Rai Italia,mitv://64.32.9.99:7999/3fc9cc7d86476b56c8c6b8e167ee56f3.ts
三立臺灣台,mitv://64.32.9.99:7999/b5b68be2c53fcf0f0253e68115f8544f.ts
8TV,mitv://64.32.9.99:7999/08eb6379ff004bde9c037b27366be5c9.ts
TV1,mitv://64.32.9.99:7999/4daa90d70aec7d801bead4208a464f94.ts
民視HD,mitv://64.32.9.99:7999/13867dd5ab8ccd05ec57627e2e2f0183.ts
TVBS HD,mitv://64.32.9.99:7999/a46030cd390698cf534c68d96861376a.ts
ELTA綜合HD,mitv://64.32.9.99:7999/a49022ca9d77259d2ecc9409b43f49c3.ts
Rai 1,mitv://64.32.9.99:7999/5d73523c0007e4410563c23553d30133.ts
大灣區衛視,mitv://64.32.9.99:7999/5e20b1a5000391d50a08c49b34990e62.ts
TV9,mitv://64.32.9.99:7999/71b8e9061f3ed797b307ffa88f18aa2d.ts
A&E,mitv://64.32.9.99:7999/354f787e14f1be3d5fa619f8ab99e3b1.ts
Das Erste(ARD),mitv://64.32.9.99:7999/48f57ac2234d64d7bfcb38cd93e7f4b0.ts
TVB1(US),mitv://64.32.9.99:7999/5f571aad82248fa7b77a8cb86c99fa3d.ts
Viu TV,mitv://64.32.9.99:7999/5e20374a0004a382082ad169257532af.ts
汕頭綜合,mitv://64.32.9.99:7999/5f3c1c51000e013c01197b4eec19f43a.ts
GMM25,mitv://64.32.9.99:7999/3a9e525dce6494f50d9d1518e1179759.ts
湖南衛視,mitv://64.32.9.99:7999/9bd13b44e4015c4f5cf7e3ab513cc657.ts
NTV7,mitv://64.32.9.99:7999/b03655f8f23ef54a45009513b4489dec.ts
テレビ朝日,mitv://64.32.9.99:7999/cc2540e6bbd4feee77e1a192b2c92041.ts
FUJI TV,mitv://64.32.9.99:7999/fc49182f4215483bd79e21b4d2025c87.ts
華視HD,mitv://64.32.9.99:7999/bd4e7f7bad08b193f4b87a8b8d53f40b.ts
BBC America,mitv://64.32.9.99:7999/abd1d972f2a09b6d433c1f6d246d3eb3.ts
NHK BS1,mitv://64.32.9.99:7999/76c8f3807771dbe8d41e0f0f5787bf10.ts
Paramount Network,mitv://64.32.9.99:7999/02b535148c8f58955fd40945266a9033.ts
東風37,mitv://64.32.9.99:7999/a7cbc7b521a857a7892ced08b7fd28b7.ts
KBS,mitv://64.32.9.99:7999/a4c891966905d4f8723c00c4cf83b2f0.ts
Nippon TV,mitv://64.32.9.99:7999/a31fa0b89139de36c3034fdd06b5e6fd.ts
TVBS FHD,mitv://64.32.9.99:7999/5e5a50b80003514306faadee4fc55049.ts
Vasantham,mitv://64.32.9.99:7999/749f787423fcf0482629e6a24bf68c80.ts
台視HD,mitv://64.32.9.99:7999/5e204f4c0008675508889a30cc35010c.ts
中視HD,mitv://64.32.9.99:7999/8ef1c34e601c33e96ed6150f230a47d4.ts
RTM TV6[維護],mitv://64.32.9.99:7999/42321f37fb78ad933e6891fcc9c0c60a.ts
公視HD,mitv://64.32.9.99:7999/4d658b300284b6cd9f539730a9cc0759.ts
BBC 1,mitv://64.32.9.99:7999/b97ff87636514a9e583c7de40519a525.ts
Channel 5,mitv://64.32.9.99:7999/c19de271faabff8f3fba13854687888e.ts
Star 1,mitv://64.32.9.99:7999/cb41aa6436a2a149fbd7afb2cf75df61.ts
TV Tokyo,mitv://64.32.9.99:7999/f5fadf9bb5781ea36bcc2ea76671c0db.ts
KBS WORLD,mitv://64.32.9.99:7999/4602736365c5a8e1f3d790de5a0cd17b.ts
TBS Channel,mitv://64.32.9.99:7999/797003eecced09476e74db4fedcc2be4.ts
中天綜合HD,mitv://64.32.9.99:7999/9dfc1fb2fcd57cd3b2cd91d7ee07f39e.ts
北京衛視,mitv://64.32.9.99:7999/c95d55b2b2392ee5862fd224a465efb0.ts
Arirang TV,mitv://64.32.9.99:7999/85ac9cb54e6f2107f15a407fa1826104.ts
NHK General,mitv://64.32.9.99:7999/73f9163ee21afc17d13ef3bb510d9bf1.ts
TV Alhijrah,mitv://64.32.9.99:7999/281c98522ca23b67780b4729542c88f2.ts
東方衛視,mitv://64.32.9.99:7999/b6d4e5b929e53b43dfe5c466adad6843.ts
東森超視,mitv://64.32.9.99:7999/f1225862881e93c5988844b8946dc016.ts
Suria,mitv://64.32.9.99:7999/530665052fddb5678d398323761e0234.ts
浙江衛視,mitv://64.32.9.99:7999/5e20b5e20003da3f0a1952f6d5163746.ts
澳視澳門,mitv://64.32.9.99:7999/d4a0807f063ba50ebfdede327fe9c158.ts
緯來精彩,mitv://64.32.9.99:7999/b534653e33859a8a1cb3dea666f3ecc2.ts
BBC Lifestyle,mitv://64.32.9.99:7999/b3aa7924d69e5c9e433adbbd15a9efb6.ts
Luxe TV,mitv://64.32.9.99:7999/97a7d5f4adc4ddf18140b168da3a8793.ts
江蘇衛視,mitv://64.32.9.99:7999/eeb54cfe7407dda067ab756d09c66020.ts
FOX Los Angeles,mitv://64.32.9.99:7999/1b6f5dc1ce6283fa980e25cbdd1e1fd4.ts
三立綜合,mitv://64.32.9.99:7999/48efb87cdd76c34f0229c1a27ee485ea.ts
廣東珠江,mitv://64.32.9.99:7999/b00db3755750cb701cde4b8459330f5e.ts
東森綜合,mitv://64.32.9.99:7999/615b817b2a73c4b28a10158847f40ddf.ts
BS TBS,mitv://64.32.9.99:7999/aea8fb5d3955b2e65fd5d736d2a6ba32.ts
Rai 3,mitv://64.32.9.99:7999/e681ecb9028ef2bb64f79ffe717e7742.ts
中天亞洲,mitv://64.32.9.99:7999/0425f607a5d48f9090366fc60b78cebd.ts
海峽衛視,mitv://64.32.9.99:7999/a943ed321013ce8adcbaec52370c1987.ts
BBC Lifestyle(TW),mitv://64.32.9.99:7999/0770ab4e79df94b95fe91815f2acdf61.ts
NHK World Japan,mitv://64.32.9.99:7999/45bd38e10a392eaec21ea7633c088963.ts
TVB Drama(US),mitv://64.32.9.99:7999/5e20b09e000d003c0a04c3add860e706.ts
八大綜藝,mitv://64.32.9.99:7999/31dfca5105236defdb41e13c4a7bdada.ts
廈門衛視,mitv://64.32.9.99:7999/c7256bcbd0a7ab8ca05f62986311d1ea.ts
民視第一台,mitv://64.32.9.99:7999/32cbfe04690cef552ed2106f83b6fe31.ts
Australia Channel,mitv://64.32.9.99:7999/7919b7b1c14d280cdbaa52a2f4b3f574.ts
TOKYO MX,mitv://64.32.9.99:7999/7388a9a98fa43d0a535872082bccc53d.ts
TVB J1,mitv://64.32.9.99:7999/5e20a0510004121709c5149cf19ddfcb.ts
八大綜合,mitv://64.32.9.99:7999/8d5e7616592fa8fd0216b42473dfafd3.ts
南國都市,mitv://64.32.9.99:7999/5e20665e000bd63808e2b961176a144d.ts
廣東衛視,mitv://64.32.9.99:7999/d2c528826c5027fb3f33f87ff38b9f91.ts
河南衛視,mitv://64.32.9.99:7999/c83407ba184aee44bf6cab5a82e52715.ts
深圳衛視,mitv://64.32.9.99:7999/fb8891107856c532c4a0d743b9af3321.ts
FUN探索娛樂,mitv://64.32.9.99:7999/9c97a967d88d1b9289accedd64b9cf89.ts
客家電視,mitv://64.32.9.99:7999/e461fa366e0cb3d40b41f4ec089cb488.ts
民視臺灣台,mitv://64.32.9.99:7999/73dce994bf3494d8cee7994d908dbafc.ts
靖天國際[維護],mitv://64.32.9.99:7999/1ef88780c6b5b2699083d6464cb83249.ts
TVBS Asia,mitv://64.32.9.99:7999/c7704b7c2ca61e9c4eaf027c428443f1.ts
中天亞洲FHD,mitv://64.32.9.99:7999/6ccb6fcb9c01d3dd58da13cb019a820a.ts
中视箐采,mitv://64.32.9.99:7999/5e20b36300055af90a0f934045d8cf68.ts
山東衛視,mitv://64.32.9.99:7999/d65114a287ecc39b43e0aca2a36d3fbf.ts
東南衛視,mitv://64.32.9.99:7999/6158aef0c733ddccb0c5ef944e674b83.ts
東森美洲,mitv://64.32.9.99:7999/7fc0e565e09112cca3092e3af1ddcc8c.ts
貴州衛視,mitv://64.32.9.99:7999/4c724af46d994d5ac5c8a5ffafede712.ts
BBC Two HD,mitv://64.32.9.99:7999/0076c1e0535f4db4dc645327ec44786b.ts
中視經典,mitv://64.32.9.99:7999/4dd00631bb3d7a4da680aef9727b0551.ts
年代MUCH,mitv://64.32.9.99:7999/81859515f0b43bbb3ed095ff4391e56a.ts
廣州綜合,mitv://64.32.9.99:7999/6a9be6db7f8c872d35bf54e497bfa2ec.ts
海南衛視,mitv://64.32.9.99:7999/5dd7f999000b97ae087edf2c9e661748.ts
湖北衛視,mitv://64.32.9.99:7999/af0682e58d38f90b0e1426be8b681f74.ts
緯來綜合,mitv://64.32.9.99:7999/09f59fcec8315cbb60a3a1eae756378d.ts
八大精彩,mitv://64.32.9.99:7999/3a4cffead6089fc47b407acd9334696f.ts
原住民電視,mitv://64.32.9.99:7999/e287cdb5f6fa690e04bfebca3fa1288d.ts
江西衛視,mitv://64.32.9.99:7999/44f49696f9599bbba01ccdaca94ac408.ts
Rai 2,mitv://64.32.9.99:7999/72b1d9cb8e5e77b4019e5f47896e5246.ts
安徽衛視,mitv://64.32.9.99:7999/5da4a7570004db0b0ea4aa9104984367.ts
靖天綜合,mitv://64.32.9.99:7999/495ed321434212935598d98c4d2ed8b1.ts
香港衛視文旅臺,mitv://64.32.9.99:7999/5cf5eeedf43f64226565b0799528e32d.ts
兒童,#genre#
ASTRO Ceria,mitv://64.32.9.99:7999/ed7c631a10583c13c78de9a87dc48d51.ts
